Unnamed: 0,id,date,link,tweets,label
12.0,1588713109052882945,2022-11-05,https://twitter.com/JoniSuhendar22/status/1588713109052882945,perbelanjaan subsidi yang terbesar dalam sejarah hampir sebanyak rm bilion bagi tahun  subsidi bahan api bagi mengawal inflasi makanan dan bekerjasama dengan turkiye dalam rampd dan perkongsian maklumat dan pengalaman demi kebaikan rakyat dan negara ini,1.0
13.0,1588711798693593088,2022-11-05,https://twitter.com/PANDHITADHYASA1/status/1588711798693593088,tanjung  selama amerika 🇺🇸 the fed masih menaikan suku bunga utk menarik uang cash yg beredar agar kembali ke negaranya utk penguatan ekonominya yg ambruk krn inflasi  dollar yg berkurang dipasaran otomatis akan naik pada seluruh mata uang negara lain,-1.0
14.0,1588709850682650627,2022-11-05,https://twitter.com/RAbugid/status/1588709850682650627,endorgan ni pon ada banyak masalah inflasi di turkey naik dengan teruk,-1.0
15.0,1588709804205559808,2022-11-05,https://twitter.com/MohdErham/status/1588709804205559808,opr  sebelom ni asb bayar rm lebih kurang sejak inflasi naik jadi rm ni baru kecik yg besar besar bayar hutang tu mcm mana agaknye,-1.0
16.0,1588709298418614272,2022-11-05,https://twitter.com/annaregar/status/1588709298418614272,woiiiii pikirin tuch gmn indonesia biar gak inflasidolar sdh meroketini otk hy isi issue cohid covidotak dipakai napa buat kesejahtrraan rakyat,-1.0
17.0,1588708264614600704,2022-11-05,https://twitter.com/erembeiii/status/1588708264614600704,aku mau bangetttt inflasi disini gede uang ga berarti banget,1.0
18.0,1588707958723969025,2022-11-05,https://twitter.com/artalita_imoet/status/1588707958723969025,tingkat harga diprediksi mengalami inflasi  persen atau lebih tinggi dibandingkan realisasi bulan lalu  persen,1.0
19.0,1588706225969299458,2022-11-05,https://twitter.com/Last_Destinatio/status/1588706225969299458,jadi ada dua penyebab ya setimen ke tionghoa sama terjadinya inflasi cuman inflasinya yang menjadi tringger gtu kah,0.0
20.0,1588706114988015618,2022-11-05,https://twitter.com/hihelloara/status/1588706114988015618,aneh banget ini bubur harganya tidak tetap mengikuti inflasi dunia apa gimane,-1.0
21.0,1588704782596050945,2022-11-05,https://twitter.com/serambinews/status/1588704782596050945,inflasi tahunan turkiye tembus  persen pada oktober tertinggi sejak juni      lewat,1.0
22.0,1588704393230446592,2022-11-05,https://twitter.com/Kodim_0312/status/1588704393230446592,danramil pbu kodim padang hadiri sosialisasi inflasi,0.0
23.0,1588703879621136389,2022-11-05,https://twitter.com/adrianyuly/status/1588703879621136389,destinatio   terus terjadilah krisis  itu karena nilai dollar tadinya rp  an jadi rp  an melonjak  kali lipat nilai tabungan jadi gada apanya inflasi tinggi banget masyarakat panik intinya gitu terjadilah kerusuhan somehow diarahkannya ke toko atau rumah milik tionghoa,-1.0
24.0,1588702310771077120,2022-11-05,https://twitter.com/kunz887/status/1588702310771077120,kaowkaowkaow masa si menang gaya doang 🤣 menang gaya atau emg ga bisa beli  lagian semua hp turun tiap bulannya lu kira emas atau tanah gitu yg naek karna ngejaga dr inflasi  stress bgst,-1.0
25.0,1588701358475149312,2022-11-05,https://twitter.com/doktorhukumtv/status/1588701358475149312,tim kemendagri turung langsung ke jawa timur monev dan asistensi percepatan realisasi apbd serta penanganan dan penganggaran inflasi daerah,-1.0
26.0,1588700311883247617,2022-11-05,https://twitter.com/FebriRoli/status/1588700311883247617,didu paling tidak indonesia ada di posisi stabil daya beli masyarakat masih terjaga sehingga menghindari inflasi,0.0
27.0,1588699939378298882,2022-11-05,https://twitter.com/tabungandomba/status/1588699939378298882,dijaman modern banyak dikenal dg tabungan uang kertas maupun uang digital deposito sukuk dll tetapi nilainya terus menyusut karena inflasi,1.0
28.0,1588698412958257152,2022-11-05,https://twitter.com/koranjakarta_id/status/1588698412958257152,depresiasi rupiah berkepanjangan akan mendorong kenaikan harga,-1.0
29.0,1588695298242940929,2022-11-05,https://twitter.com/sirandry_78/status/1588695298242940929,butuh duit banyak unt mempertahankan dan melanjutkan garis kekuasaanmau cetak uang kena bahaya inflasi yg paling aman naikan harga ini itu resiko di rakyat,-1.0
30.0,1588692630162243585,2022-11-05,https://twitter.com/mamayazdan/status/1588692630162243585,kalau mengingat inflasi dan berbagai kemungkinan keuangan mendatang maka investasi merupakan langkah yang bijak untuk diambil  salah satunya investasi obligasi tengok selengkapnya di sini,-1.0
31.0,1588691375603978242,2022-11-05,https://twitter.com/davidwijaya23/status/1588691375603978242,bingung kenapa lebanon bisa terjadi krisis ekonomi sampai perekonomian negaranya hancur 💸 kirakira kenapa ya🤔🤔  yuk simak penjelasan sesimple ini🧐,1.0
32.0,1588691272726106118,2022-11-05,https://twitter.com/truebreds/status/1588691272726106118,ojol sj k mungkin klo hekal dah ngoceh x ya klo inflasi sdh pasti sih tiap thn kan gitu lah jualan pulsa kgak pernah naik hrg nya klo kita dagang yg kita hrs usahakan ya tingkatkan pendapatan kuncinya itu ajah,1.0
33.0,1588687171128823808,2022-11-05,https://twitter.com/hidayahzainal_/status/1588687171128823808,kenapa ya taknak kurangkan jurang kaya dgn miskin dulu wlupun inflasi kenapa la tak naikkan gaji terutamanya yg underpaid kan ramai boleh berbelanja nanti kan elok cash flow nye nanti wegure wegure wegureee,-1.0
34.0,1588686065996804096,2022-11-05,https://twitter.com/idntimes/status/1588686065996804096,salah satu negara anggota g juga alami inflasi tinggi,-1.0
35.0,1588685791093739520,2022-11-05,https://twitter.com/juliani__windi/status/1588685791093739520,halo pak kalo nerbitin surat utang nanti yg logis aja dong keuntungannya  kasian itu yg megang sbn kemarin masa jadinya dapet return di bawah inflasi   zolim banget,-1.0
36.0,1588684183173361664,2022-11-05,https://twitter.com/JemberMinigold/status/1588684183173361664,tips menabung menghadapi inflasi cek   beli minigold wa,1.0
37.0,1588683747607871489,2022-11-05,https://twitter.com/firfir_34/status/1588683747607871489,apbn akan berperan sebagai peredam kejut dan digunakan seefektif mungkin untuk mengendalian inflasi,-1.0
38.0,1588682816250064896,2022-11-05,https://twitter.com/Agustapratama9/status/1588682816250064896,inflasi yak salahin tuh rusia sama ukraina kenapa mereka malah perang ngaruh ekonomi dunia loh so luar negeri juga kena imbasnya kok apalagi negara maju terutama negeri  musim yang imbasnya lebih parah,-1.0
39.0,1588682735023161344,2022-11-05,https://twitter.com/Heera_ee/status/1588682735023161344,agar ekonomi indonesia mampu bertahan di tengah resesi dunia apbn akan berperan sebagai peredam kejut dan digunakan seefektif mungkin untuk pengendalian inflasi menjadi daya beli dan menjaga momentum pemulihan ekonomi indonesia,-1.0
40.0,1588682613124116481,2022-11-05,https://twitter.com/Dua_02aja/status/1588682613124116481,apbn akan berperan penting sebagai peredam keju dan digunakan selektif mungkin untuk pengendalian pada inflasi dan menjaga daya beli serta menjaga momentum pemulihan pada ekonomi indonesia,-1.0
41.0,1588682514092027904,2022-11-05,https://twitter.com/MSuthamp/status/1588682514092027904,dan dari  akan berperan sebagai peredam kejut dan digunakan seefektif mungkin untuk pengendalian inflasi untuk menjaga daya beli dan menjaga momentum pemulihan  ekonomi indonesia mampu bertahan di tengah resesi dunia,-1.0
42.0,1588682514020765696,2022-11-05,https://twitter.com/cocacwolaa/status/1588682514020765696,melalui apbn pemerintah berupaya mengendalikan inflasi menjaga daya beli masyarakat dan menjaga momentum ekonomi dalam negeri,1.0
43.0,1588682510313086976,2022-11-05,https://twitter.com/Dyyaa___/status/1588682510313086976,apbn akan berperan sebagai peredam kejut dan digunakan seefektif mungkin untuk pengendalian inflasi menjaga daya beli dan menjaga momentum pemulihan ekonomi nasional indonesia,-1.0
44.0,1588682508169641984,2022-11-05,https://twitter.com/Manopokris/status/1588682508169641984,apbn akan berperan sebagai peredam kejut dan digunakan seefektif mungkin untuk pengendalian inflasi,-1.0
45.0,1588682505615560704,2022-11-05,https://twitter.com/Dede0k1/status/1588682505615560704,mungkin untuk pengendalian inflasi menjaga daya beli dan menjaga momentum pemulihan ekonomi indonesia,-1.0
46.0,1588682505359482880,2022-11-05,https://twitter.com/mega_9999/status/1588682505359482880,ditengah resesi dunia perekonomian indonesia tetap mampu bertahan apbn akan berperan sebagai peredam dan digunakan seefektif mungkin untuk mengendalikan inflasi,-1.0
47.0,1588681821759455234,2022-11-05,https://twitter.com/UMonline/status/1588681821759455234,“dengan trend inflasi teras yang semakin meningkat dan permintaan dalam negeri yang lebih kukuh daripada jangkaan kami menjangkakan bank pusat akan bersiap sedia lebih awal mengenai dasar monetarinya untuk kembali ke paras prapandemik pada januari,-1.0
48.0,1588679462472024064,2022-11-05,https://twitter.com/Rosecat27412184/status/1588679462472024064,meningkat dari hasil snlik  hasil survei ojk tingkat inflasi keuangan capai,1.0
49.0,1588677761186484224,2022-11-05,https://twitter.com/artalita_imoet/status/1588677761186484224,bank indonesia bi memperkirakan inflasi juni  lebih tinggi dibandingkan inflasi mei,1.0
50.0,1588675745223958528,2022-11-05,https://twitter.com/Saida_CFPCertTm/status/1588675745223958528,harga rumah di malaysia pun  tinggi lg daripada average rumah mampu milik rmk  boleh dijadikan pru manifesto  kenaikan gaji tahunan tak selari dengan inflasi dan harga rumah  kesan hutang seisi rumah tinggi dengan pinjaman rumah  kereta  peribadicc jika tambah lah,1.0
51.0,1588671500156276737,2022-11-05,https://twitter.com/ShazmimShaufix/status/1588671500156276737,yeah tubuh jihad inflasi tapi tkde function minyak tak stabil yg penting ada bsh ye dak pfft,1.0
52.0,1588671048492658688,2022-11-05,https://twitter.com/hdr2306/status/1588671048492658688,harga singkong kupas di   rp kg,1.0
53.0,1588670218515394561,2022-11-05,https://twitter.com/artalita_imoet/status/1588670218515394561,tarif listrik naik inflasi juni diramalkan lebih tinggi,1.0
54.0,1588669775949234176,2022-11-05,https://twitter.com/balancernet/status/1588669775949234176,pernyataan yg ngga sesuai fakta nyatanya neraca perdagangan surplus inflasi terjaga pdb  ab jd ri negara bangkrut dirampok rame,-1.0
55.0,1588668797732671490,2022-11-05,https://twitter.com/SermaSupriyadi/status/1588668797732671490,giat patroli ppkm level  dan monitoring antrian bbm di spbu diwilayah kec sambungmacan anggota koramil  sambungmacan dalam rangka pantau inflasi bbm,1.0
56.0,1588667696321015808,2022-11-05,https://twitter.com/SinarOnline/status/1588667696321015808,kenaikan opr sebanyak  mata asas akan menyebabkan tekanan inflasi semakin tinggi kepada rakyat,-1.0
57.0,1588667529995907073,2022-11-05,https://twitter.com/MHHBJA2005/status/1588667529995907073,macam mana lah kau boleh sokong manusia tak bertauliah ni dahlah perasuah tambah lagi bila badut macam kau nak sokong israel pun dah nampak ada orang nak curi harta bila inflasi amp kos sara hidup naik itulah sebabnya kenapa saya tak boleh sokong puak yang talang dua muka,-1.0
58.0,1588667083650654208,2022-11-05,https://twitter.com/Koramil20P/status/1588667083650654208,pada hari jumat tgl  november  pukul   sd selesai telah dilaksanakan kegiatan patroli ppkm level  dan monitoring antrian bbm di spbu diwilayah kec sambungmacan anggota koramil  sambungmacan dalam rangka pantau inflasi bbm,1.0
59.0,1588666170055720960,2022-11-05,https://twitter.com/Koramil20P/status/1588666170055720960,jumat tgl  nopember  pukul  wib sd  wib telah dilaksanakan kegiatan patroli ppkm level  dan monitoring antrian bbm di spbu diwilayah kec sragen anggota koramil sragen dalam rangka pantau inflasi bbm,1.0
60.0,1588665830534893569,2022-11-05,https://twitter.com/orbitindonesia_/status/1588665830534893569,inflasi indonesia pada oktober  secara tahunan mencatatkan angka  persen lebih rendah dibandingkan inflasi tahunan september sebesar  persen badan pusat statistik bps mencatat penurunan harga pangan meredam kenaikan inflasi tahunan oktober,-1.0
61.0,1588657108815613953,2022-11-05,https://twitter.com/ellameilia/status/1588657108815613953,tweet jiaaaahhh… kondisi negara terpuruk gimana  kalau terpuruk udah kaya di negara eropa sana pak krisis energi dan pangan inflasi tinggi disana,-1.0
62.0,1588656447638089729,2022-11-05,https://twitter.com/theaqyal/status/1588656447638089729,tiap akhir tahun usa narik dolar dari indonesia supaya inflasi,-1.0
63.0,1588655966270418945,2022-11-05,https://twitter.com/KagoyaSilas/status/1588655966270418945,tekan inflasi pemprov papua barat gelar operasi pasar murah,1.0
64.0,1588655705749610496,2022-11-05,https://twitter.com/SermaSupriyadi/status/1588655705749610496,kamis tgl   november  pukul  wib sd selesai sertu heryawan serda eko wahyudi dan bripka wahyu melaksanakan kegiatan patroli ppkm level  dan monitoring antrian bbm di spbu diwilayah kec sukodono anggota koramil sukodono dalam rangka pantau inflasi bbm,1.0
65.0,1588652787537444864,2022-11-05,https://twitter.com/waris42953176/status/1588652787537444864,sekalian lihat krisis di jerman dan eropa gus bandingkan tingkat inflasi jerman eropa dan indonesia parah mana tingkat inflasinya,-1.0
66.0,1588635988813049856,2022-11-05,https://twitter.com/thabibwong/status/1588635988813049856,kab apa itu inflasi daerahgak ngerti akutanyak mba google dulu ah,-1.0
67.0,1588634000989753344,2022-11-05,https://twitter.com/yudimeno/status/1588634000989753344,anaklolina ri goblok kok diborong sendiri lu kira even fe motogp pon piala dunia dll itu seperti dagang tempe paham investasi dampak ekonomi langsung dan tdk lgsung pertumbuhan ekonomi inflasi pdb gak blok goblok,-1.0
68.0,1588627337150857217,2022-11-05,https://twitter.com/wellylie99/status/1588627337150857217,kog bs yaa makanan kena inflasi  pdhal semua nya made in indonesia tengkulak dan bulog nya beli kemurahan jualnyaa terlalu mahal biar cuannya lbh lebar dan besar parahh ini mah yaa 🤕,-1.0
69.0,1588626899588501505,2022-11-05,https://twitter.com/Koramil0725/status/1588626899588501505,jumat tgl  november  pukul  wib sd selesai serka anto jp brsm serka joko waliman melaksanakan kegiatan patroli ppkm level  dan monitoring antrian bbm di spbu diwilayah kec sukodono anggota koramil sukodono dalam rangka pantau inflasi bbm,1.0
70.0,1588620883496574976,2022-11-05,https://twitter.com/ketekbuluwangi/status/1588620883496574976,sangat jauh sekali gap harga rokok lokalan dengan inflasi umr ump indonesia  jika dibandingkan negara lain yang masih layak di jangkau rokok nya dari sisi harga  pemerintah penipu kelas berat dengan mengatas namakan kesehatan,-1.0
71.0,1588604824656179201,2022-11-05,https://twitter.com/YRachim01/status/1588604824656179201,tentang inflasi akan terasa membebani terutama dalam kosumsi makanan dan minuman petani dan peternak juga berpikir sepuluh kali menurunkan harga kalau dalam kondisi kurang air,1.0
72.0,1588602043438362624,2022-11-05,https://twitter.com/InvesJamurJabon/status/1588602043438362624,punya deposito di bank bunga tahunkena adminflasicukup join investas kuliner bagi hasil bulanan setara bulan mau join,1.0
73.0,1588601701980057600,2022-11-05,https://twitter.com/ChuckBrumo/status/1588601701980057600,nahh that was too embarrassing i kenot,0.0
74.0,1588592252380938241,2022-11-05,https://twitter.com/RyzerDark/status/1588592252380938241,makcik dan pakcik banyak tengah marah inflasi sangat sekarang telur mahal banyak kedai makan sampai sangat terkesan sekarang opr pulak naik geng makan gaji pun naik angin,-1.0
75.0,1588587733710438401,2022-11-05,https://twitter.com/realcasey_/status/1588587733710438401,kadang pengen ketawa aja sih ini di twitter fans aneh berantem ngejelekin carats meanwhile gue yakin sebagian besar carats cukup chill trus banyak yg udah kerja gaada waktu ngurusin hal begituan kayak gue lagi pusing mikirin inflasi soalnya tahun depan defisit apbnlt  pdrb,-1.0
76.0,1588585248312680448,2022-11-05,https://twitter.com/Bisniscom/status/1588585248312680448,opini mencermati pergerakan inflasi oktober,0.0
77.0,1588582377022164992,2022-11-05,https://twitter.com/rizhopoda/status/1588582377022164992,pejuang    blm selese udah pada curi start buat  sementara rakyat lg kesusahan ngadepin inflasi kalian ni orang politik maruk ya,-1.0
78.0,1588581947315433472,2022-11-05,https://twitter.com/slotbastard/status/1588581947315433472,setelah pandemi daya beli rakyat indonesia udh meningkat itu artinya perekonomian udh mulai bagus tapi pemerintah menaikkan bbm ya turunlah daya beli masyarakat yg akibatnya inflasi naik  yg mamou beli jdi ga mampu  irukan akibat regulasi oemerintah bukan krn rakyat,-1.0
79.0,1588580234076782592,2022-11-05,https://twitter.com/AndryChrist3/status/1588580234076782592,bermasker marm makanya sekolah yang pintar ya kalau negara lain inflasi gede gedean harusnya mata uang mereka yang melemah lha kok malah rupiah yang keok artinya indonesia lebih parah lagi fundamen ekonominya,-1.0
80.0,1588577904346402816,2022-11-05,https://twitter.com/slotbastard/status/1588577904346402816,berarti jepang ga ada apnya dibanding indonesia  dalam hal memiskinkan rakyatnya  rakyat udh mapan  eh naikin bbm  inflasi ikut naik yg mapan ikut jadi miskin kam tolol namanya klo bekerja bekerja kek gitu pemerintah jokowi patugas partai perjuangan,-1.0
81.0,1588577069184987136,2022-11-05,https://twitter.com/MKSR_INFO/status/1588577069184987136,bi sulsel bersama mitra gelar pasar pangan murah tekan inflasi  antara sulawesi utara,1.0
82.0,1588574723763744769,2022-11-05,https://twitter.com/Oct22_Bigwin/status/1588574723763744769,lagi inflasi ketabok dollar kek sekali aja udh setahun gk dpt 😢,-1.0
83.0,1588570068451225609,2022-11-05,https://twitter.com/mubin50/status/1588570068451225609,tak boleh la banding dengan skrg bro skrg inflasi mencanak sebab moratorium dan bantuan kerajaan keluarkan waktu covid menggila bukan malaysia je sume negara hadap benda sama,-1.0
84.0,1588569435173814273,2022-11-05,https://twitter.com/Mmc99934673/status/1588569435173814273,pemerintah kabupaten nias barat salurkan bst bagi warga nelayan dampak inflasi kenaikkan bbm,-1.0
85.0,1588568378792607749,2022-11-05,https://twitter.com/ChuckBrumo/status/1588568378792607749,alhamdulillah lulus 😇😇😇,1.0
86.0,1588568328398077952,2022-11-05,https://twitter.com/ChuckBrumo/status/1588568328398077952,sedih bila family kat ganu ada ditimpa musibah tapi tak boleh balik sebab ada mivg dengan exam,-1.0
87.0,1588565939544788992,2022-11-05,https://twitter.com/RavanoSissi/status/1588565939544788992,knp gak di tulis juga tentang pandemi krisis global dan yang lain lain  demo dari  yang bikin pemilik pabrik  investor kabur ke india dan vietnam inflasi parah di turki dan inggris tapi indonesia harus bersyukur karena lebih baik dr inggris dan turki,-1.0
88.0,1588565708925014019,2022-11-05,https://twitter.com/detikfinance/status/1588565708925014019,setiap bisnis rentan baik besar atau kecil terlebih di tengah kondisi yang tak pasti ini berbagai negara diprediksi akan mengalami inflasi,1.0
89.0,1588564782042447872,2022-11-05,https://twitter.com/BaharaJati/status/1588564782042447872,sekda tanjabbar ikuti rakor inflasi daerah amp evaluasi,0.0
90.0,1588563314397057024,2022-11-05,https://twitter.com/etwicaksono/status/1588563314397057024,style kita mirip nder gw dulunya juga ngerasa bahagia kalo ngeliat nominal rekening makin gede cuman akhir ini gw sadar kalo nyimpan cash dalam jumlah besar itu kurang worth it pasti kegerus inflasi toh nabung doang itu gak akan bikin kita kaya,1.0
91.0,1588561146407055360,2022-11-04,https://twitter.com/lord_nanas/status/1588561146407055360,semua negara lgi inflasi normal mah kita masih lumayan bertahan,-1.0
92.0,1588555336558186498,2022-11-04,https://twitter.com/Saida_CFPCertTm/status/1588555336558186498,dah ada kajian kos sekarang lagi tinggi sebab dikira inflasi harga barang semua naik,-1.0
93.0,1588555184837312512,2022-11-04,https://twitter.com/SuaraMabes/status/1588555184837312512,tim kemendagri turung langsung ke jawa timur monev dan asistensi percepatan realisasi apbd serta penanganan dan penganggaran inflasi daerah,-1.0
94.0,1588552526504538112,2022-11-04,https://twitter.com/DeliSerdang_Kab/status/1588552526504538112,bupati deli serdang diwakili staf ahli bidang ekonomi keuangan dan pembangunan ir hj syahrifah alwiyah mma mengikuti rapat koordinasi evaluasi dan pelaporan pengendalian inflasi daerah melalui virtual di kantor bupati deli serdang jumat,1.0
95.0,1588548869176315904,2022-11-04,https://twitter.com/notApoetry/status/1588548869176315904,kabar inflasi bulan ini,-1.0
96.0,1588547812148772864,2022-11-04,https://twitter.com/nanditoholic/status/1588547812148772864,harga bahan pokok stabil inflasi oktober terkendali jokowi gas pol stabilitas ekonomi,0.0
97.0,1588547640941481985,2022-11-04,https://twitter.com/soloposdotcom/status/1588547640941481985,beda dengan buruh pemprov jateng usul kenaikan ump amp umk  sesuai inflasi,0.0
98.0,1588547381033062400,2022-11-04,https://twitter.com/JackUhud/status/1588547381033062400,ini bukan team jihad tangani inflasiini team jihad habisi fulusi,1.0
99.0,1588547285977559041,2022-11-04,https://twitter.com/sinergi_bna/status/1588547285977559041,diskominfo banda aceh gerakan nasional pengendali inflasi di kecamatan banda raya,1.0
100.0,1588545219246669827,2022-11-04,https://twitter.com/tribunjogja/status/1588545219246669827,turkiye alami inflasi tertinggi sejak,0.0
101.0,1588542333678944258,2022-11-04,https://twitter.com/Wahyu3035/status/1588542333678944258,pasar belum dlm kondisi baik inflasi masih tinggi tp sisa koinakan di edarkan segeraitu mebuat ketakutan investor untuk masuk,-1.0
102.0,1588541716399026176,2022-11-04,https://twitter.com/fikri_rasyid33/status/1588541716399026176,sri mulyani yakin inflasi indonesia tetap dibawah  persen         jambi,1.0
103.0,1588541274126442497,2022-11-04,https://twitter.com/_prettysins/status/1588541274126442497,ajg temen gue yang nonton hari ini ga bisa dihubungi semua dah,-1.0
104.0,1588537754853736448,2022-11-04,https://twitter.com/abidinkadir/status/1588537754853736448,tolong dorong exekutif untuk tekan inflasi  hrga kbutuhan pkok naik sdikit sja sgt berasa skli buat masyarakat kecil  krna saat ini pghsiln msyrkt sgt menurun akibt msa pndemi 🙏🏿,-1.0
105.0,1588537487148089344,2022-11-04,https://twitter.com/_prettysins/status/1588537487148089344,bner ntar gue bikinin bannernya  jadwal piket jadi boti jani  taksa,-1.0
106.0,1588536977926008834,2022-11-04,https://twitter.com/_prettysins/status/1588536977926008834,kita bikin jadwal deh kapan lu jadi botita kapan gue jadi boti gtu,-1.0
107.0,1588536276499988480,2022-11-04,https://twitter.com/_prettysins/status/1588536276499988480,besok lu jadi boti gue ye,-1.0
108.0,1588535486259564545,2022-11-04,https://twitter.com/benanamilkeu/status/1588535486259564545,baru sekali ngobrol udah diajakin bahas saham inflasi dolar dll yo ndak mampuuu akuuuuu dudu spek idamanmu wkwkwkw parah bgt anak ekonomi tp ilmunya udh ilang kebawa angin,-1.0
109.0,1588534320645304320,2022-11-04,https://twitter.com/artalita_imoet/status/1588534320645304320,dengan asumsi pemerintah tak lagi melakukan kebijakan yang memicu inflasi,-1.0
110.0,1588533487409106945,2022-11-04,https://twitter.com/_prettysins/status/1588533487409106945,nih inspo,0.0
111.0,1588533479565828097,2022-11-04,https://twitter.com/Megahmark/status/1588533479565828097,tim kemendagri turung ke jatim monev dan asistensi percepatan realisasi apbd dan penanganan inflasi daerah,-1.0
112.0,1588533157288374273,2022-11-04,https://twitter.com/_prettysins/status/1588533157288374273,boti stress,-1.0
113.0,1588532957660254208,2022-11-04,https://twitter.com/raksulonline/status/1588532957660254208,jabat mabicab danny pomanto dorong gerakan pramuka dalam penanganan inflasi di longwis,1.0
114.0,1588532808007680005,2022-11-04,https://twitter.com/antarabiz/status/1588532808007680005,bi sulsel dan mitra gelar pasar pangan murah tekan inflasi,-1.0
115.0,1588532535411486720,2022-11-04,https://twitter.com/_prettysins/status/1588532535411486720,gentayangan bajingan,0.0
116.0,1588532408894521350,2022-11-04,https://twitter.com/gentaksa/status/1588532408894521350,prettysins lah lebih gue ketawain kalau inflasi anjir,-1.0
117.0,1588532162927919106,2022-11-04,https://twitter.com/_prettysins/status/1588532162927919106,kalo gue nulis miskin version ntar lu ketawain,-1.0
118.0,1588531946627674112,2022-11-04,https://twitter.com/Semestabersabd2/status/1588531946627674112,spain kurang lebih  pengunjuk rasa turun kejalan di madrid menuntut kenaikkan upah untuk mengatasi inflasi yang melumpuhkan,-1.0
119.0,1588531873583869954,2022-11-04,https://twitter.com/KejariTangKot/status/1588531873583869954,dengan tema kolaboratif kejaksaan negeri kota tangerang bersama pemerintah kota tangerang dalam menekan laju inflasi daerah dengan optimalisasi peran umkm,1.0
120.0,1588531436881313792,2022-11-04,https://twitter.com/gentaksa/status/1588531436881313792,prettysins elu inflasi version,1.0
122.0,1588530895799001090,2022-11-04,https://twitter.com/_prettysins/status/1588530895799001090,apasih anjing,-1.0
123.0,1588530752534478848,2022-11-04,https://twitter.com/gentaksa/status/1588530752534478848,prettysins fak inflasi version,0.0
124.0,1588530687644434433,2022-11-04,https://twitter.com/_prettysins/status/1588530687644434433,agree,0.0
125.0,1588530587274719235,2022-11-04,https://twitter.com/_prettysins/status/1588530587274719235,kasian ga punya temen,0.0
126.0,1588530558430511106,2022-11-04,https://twitter.com/caey_/status/1588530558430511106,dalam keadaan ekonomi inflasi meningkat berpuluh  rilek je nak buat benda baru hebat betul ler turkiye ni,1.0
127.0,1588529733016616960,2022-11-04,https://twitter.com/KejariTangKot/status/1588529733016616960,kamis  november  di halaman kecamatan pinang kota tangerang jajaran kejari kota tangerang menggelar kegiatan bazar sembako forkopimda bersama pemerintah kota tangerang dalam rangka menekan laju inflasi daerah melalui optimalisasi peran umkm,1.0
128.0,1588528401258008578,2022-11-04,https://twitter.com/ivytaminc/status/1588528401258008578,masa di wangsit soal indeks sama inflasi yg itungan ga ada padahal hari ini ak lagi mut ngisi soal itungan,-1.0
